dictionaryOrder, m71, t100, w2, 1968, 324, 33524, 36316, 472.169, 0.9265, 8248, 32, a2, 101110
huffmanCodingEff, m199, t50, w4, 10338, 53, 13806, 25407, 69.3769, 0.849, 1874, 239, a3, 101110
dictionaryOrder, m71, t100, w2, 3580, 331, 33648, 37875, 473.9155, 0.9265, 8248, 32, a2, 101101
huffmanCodingEff, m199, t50, w2, 15308, 155, 40956, 57650, 205.809, 0.849, 1874, 239, a3, 101110
minProd, m181, t50, w2, 6744, 165, 15864, 23311, 87.6464, 0.8659, 1946, 72, a2, 100111
bubbleSort, m113, t50, w4, 2513, 156, 77452, 80915, 685.4159, 0.9182, 1900, 41, a3, 000110
squareMatrix, m182, t50, w4, 4652, 47, 22726, 28527, 124.8681, 1.0, 903, 72, a5, 100110
squareMatrix, m182, t50, w4, 4741, 47, 23105, 28186, 126.9505, 1.0, 903, 72, a2, 111111
factorial, m31, t100, w4, 526, 307, 7062, 7951, 227.8065, 0.9677, 403, 18, a3, 001011
transpose, m149, t50, w2, 5805, 152, 62568, 68610, 419.9195, 0.8993, 903, 40, a5, 010011
selectSort, m92, t50, w4, 2048, 52, 15008, 17684, 163.1304, 0.9101, 1900, 45, a3, 111110
factorial, m31, t100, w8, 515, 249, 5084, 5941, 164, 0.9677, 403, 18, a2, 010111
bubbleSort, m113, t50, w8, 2434, 128, 60042, 62756, 531.3451, 0.9182, 1900, 41, a4, 000111
squareMatrix, m182, t50, w8, 4899, 141, 10405, 15537, 57.1703, 1.0, 903, 72, a2, 010011
transpose, m149, t50, w4, 3750, 147, 20899, 24881, 140.2617, 0.8993, 903, 40, a3, 010011
factorial, m31, t100, w8, 513, 39, 5080, 5733, 163.871, 0.9677, 403, 18, a3, 100111
mergeSort, m226, t50, w4, 6804, 50, 22903, 31069, 101.3407, 0.9336, 1900, 129, a2, 101110
squareMatrix, m182, t50, w4, 4706, 50, 23145, 27984, 127.1703, 1.0, 903, 72, a2, 100010
minProd, m181, t50, w4, 4440, 154, 5387, 10059, 29.7624, 0.7845, 1946, 72, a4, 011010
factorial, m31, t100, w2, 780, 326, 19529, 20692, 629.9677, 0.9677, 403, 18, a3, 011010
mergeSort, m226, t50, w8, 7029, 21, 10553, 17814, 46.6947, 0.9336, 1900, 129, a3, 101111
insertSort, m108, t50, w4, 2391, 150, 12397, 15008, 114.787, 0.9444, 1900, 40, a3, 010011
bubbleSort, m113, t50, w4, 2497, 51, 77797, 80560, 688.469, 0.9182, 1900, 41, a3, 100111
genPassword, m49, t100, w2, 1481, 324, 5556, 7430, 113.3878, 0.8367, 398, 63, a2, 110010
factorial, m31, t100, w2, 1567, 317, 19525, 21673, 629.8387, 0.9677, 403, 18, a3, 011100
mergeSort, m226, t50, w4, 6927, 145, 22872, 30340, 101.2035, 0.9336, 1900, 129, a2, 011111
factorial, m31, t100, w2, 773, 314, 19556, 20878, 630.8387, 0.9677, 403, 18, a2, 000110
massive, m49, t60, w2, 137, 108138, 150, 108475, 3.0612, 1.0, 169, 13, a4, 000000
factorial, m31, t100, w8, 496, 39, 5079, 5678, 163.8387, 0.9677, 403, 18, a2, 101011
selectSort, m92, t50, w2, 3041, 164, 39978, 43529, 434.5435, 0.9101, 1900, 45, a2, 100111
mergeSort, m226, t50, w8, 6926, 20, 10544, 17588, 46.6549, 0.9336, 1900, 129, a3, 110011
huffmanCodingEff, m199, t50, w8, 10102, 146, 5979, 17225, 30.0452, 0.849, 1874, 239, a3, 010110
huffmanCoding, m314, t50, w4, 18079, 149, 34196, 52601, 108.9045, 0.9013, 1874, 318, a5, 000010
transpose, m149, t50, w4, 3846, 50, 20881, 24862, 140.1409, 0.8993, 903, 40, a5, 111011
transpose, m149, t50, w4, 3719, 50, 20932, 24787, 140.4832, 0.8993, 903, 40, a2, 101010
parg, m2509, t52, w4, 427013, 55, 8363, 436042, 3.3332, 1.0, 418, 2518, a4, 110011
anagram, m60, t100, w2, 1574, 321, 8164, 10121, 136.0667, 0.8667, 1370, 37, a2, 101010
genPassword, m49, t100, w2, 1489, 315, 5558, 7426, 113.4286, 0.8367, 398, 63, a5, 000011
mergeSort, m226, t50, w2, 10220, 162, 68138, 79851, 301.4956, 0.9336, 1900, 129, a3, 111110
primes, m68, t100, w8, 1135, 37, 873, 2137, 12.8382, 0.8793, 398, 30, a2, 111111
squareMatrix, m182, t50, w4, 4686, 50, 23121, 27939, 127.0385, 1.0, 903, 72, a2, 111010
transpose, m149, t50, w2, 5808, 154, 62324, 68370, 418.2819, 0.8993, 903, 40, a4, 110010
minProd, m181, t50, w2, 6635, 158, 15841, 23718, 87.5193, 0.8659, 1946, 72, a2, 100110
longestIncrease, m114, t50, w4, 3281, 3705, 50351, 57431, 441.6754, 0.9035, 1946, 70, a4, 110010
longestIncrease, m114, t50, w2, 4958, 10216, 134459, 150347, 1179.4649, 0.9196, 1946, 70, a3, 100110
longestIncrease, m114, t50, w2, 4852, 9600, 132822, 148001, 1165.1053, 0.9196, 1946, 70, a4, 110110
genPassword, m49, t100, w2, 1498, 321, 5467, 7353, 111.5714, 0.8367, 398, 63, a4, 110011
huffmanCoding, m314, t50, w4, 17847, 156, 34336, 52517, 109.3503, 0.9013, 1874, 318, a5, 000011
factorial, m31, t100, w2, 772, 320, 19579, 20731, 631.5806, 0.9677, 403, 18, a2, 101011
squareMatrix, m182, t50, w8, 4784, 149, 10349, 15368, 56.8626, 1.0, 903, 72, a2, 011010
minProd, m181, t50, w4, 4449, 152, 5387, 10066, 29.7624, 0.7845, 1946, 72, a5, 011010
selectSort, m92, t50, w8, 2049, 147, 5921, 8303, 64.3587, 0.9101, 1900, 45, a2, 011111
genPassword, m49, t100, w2, 1543, 317, 5575, 7499, 113.7755, 0.8367, 398, 63, a2, 100011
parg, m2509, t52, w2, 437939, 174, 8666, 447386, 3.454, 1.0, 418, 2518, a5, 011010
huffmanCoding, m314, t50, w4, 17796, 161, 34313, 52447, 109.2771, 0.9013, 1874, 318, a3, 000010
longestIncrease, m114, t50, w8, 3219, 2313, 25439, 31542, 223.1491, 0.9196, 1946, 70, a3, 110110
factorial, m31, t100, w2, 1558, 312, 19539, 21475, 630.2903, 0.9677, 403, 18, a4, 000000
mergeSort, m226, t50, w4, 6830, 154, 23103, 30184, 102.2257, 0.9336, 1900, 129, a2, 010010
anagram, m60, t100, w2, 1606, 319, 8178, 10159, 136.3, 0.8667, 1370, 37, a5, 101011
genPassword, m49, t100, w2, 1502, 326, 5544, 7439, 113.1429, 0.8367, 398, 63, a2, 101011
squareMatrix, m182, t50, w4, 4671, 48, 23078, 27880, 126.8022, 1.0, 903, 72, a3, 101011
dictionaryOrder, m71, t100, w8, 1182, 40, 5002, 6625, 70.4507, 0.9265, 8248, 32, a3, 101110
add, m12, t100, w4, 170, 94, 114, 434, 9.5, 0.9167, 583, 13, a4, 101010
squareMatrix, m182, t50, w8, 4711, 25, 10329, 15846, 56.7527, 1.0, 903, 72, a3, 110110
dictionaryOrder, m71, t100, w8, 1171, 254, 5002, 6741, 70.4507, 0.9265, 8248, 32, a2, 010111
parg, m2509, t52, w8, 448553, 140, 817, 451034, 0.3256, 1.0, 418, 2518, a3, 000111
quickSort, m127, t50, w8, 4807, 123, 15007, 20542, 118.1654, 0.9603, 1900, 56, a3, 000110
insertSort, m108, t50, w4, 2346, 155, 12322, 15021, 114.0926, 0.9444, 1900, 40, a2, 001111
longestIncrease, m114, t50, w2, 9836, 9441, 129582, 149595, 1136.6842, 0.9196, 1946, 70, a3, 001100
anagram, m60, t100, w8, 987, 245, 5002, 6346, 83.3667, 0.9286, 1370, 37, a3, 001111
huffmanCodingEff, m199, t50, w2, 15299, 158, 41078, 57743, 206.4221, 0.849, 1874, 239, a4, 110110
mergeSort, m226, t50, w2, 10115, 159, 68549, 79516, 303.3142, 0.9336, 1900, 129, a2, 010111
primes, m68, t100, w2, 1773, 320, 7159, 9700, 105.2794, 0.8793, 398, 30, a4, 110110
selectSort, m92, t50, w4, 2029, 48, 15008, 17644, 163.1304, 0.9101, 1900, 45, a2, 100110
factorial, m31, t100, w2, 772, 315, 19507, 20839, 629.2581, 0.9677, 403, 18, a2, 011111
insertSort, m108, t50, w4, 2424, 51, 12399, 14944, 114.8056, 0.9444, 1900, 40, a3, 111011
add, m12, t100, w2, 269, 315, 438, 1080, 36.5, 0.9167, 583, 13, a4, 001011
mergeSort, m226, t50, w4, 6898, 155, 22918, 30065, 101.4071, 0.9336, 1900, 129, a5, 010010
parg, m2509, t52, w8, 434477, 22, 826, 435931, 0.3292, 1.0, 418, 2518, a2, 110010
factorial, m31, t100, w2, 804, 319, 19561, 20935, 631, 0.9677, 403, 18, a2, 111110
insertSort, m108, t50, w8, 2370, 150, 6313, 8900, 58.4537, 0.9444, 1900, 40, a3, 000010
transpose, m149, t50, w2, 5764, 157, 62370, 68377, 418.5906, 0.8993, 903, 40, a4, 011011
insertSort, m108, t50, w8, 2368, 22, 6331, 8841, 58.6204, 0.9444, 1900, 40, a3, 101111
huffmanCoding, m314, t50, w4, 17965, 151, 29415, 48577, 93.6783, 0.9013, 1874, 318, a5, 010111
factorial, m31, t100, w2, 785, 324, 19536, 20707, 630.1935, 0.9677, 403, 18, a5, 111010
selectSort, m92, t50, w2, 3053, 161, 40083, 43873, 435.6848, 0.9101, 1900, 45, a2, 101110
squareMatrix, m182, t50, w8, 4746, 140, 10361, 15329, 56.9286, 1.0, 903, 72, a3, 011010
selectSort, m92, t50, w8, 2024, 149, 5876, 8253, 63.8696, 0.9101, 1900, 45, a2, 010111
mergeSort, m226, t50, w2, 10336, 162, 68681, 79273, 303.8982, 0.9336, 1900, 129, a4, 000010
dictionaryOrder, m71, t100, w2, 1940, 318, 33540, 36115, 472.3944, 0.9265, 8248, 32, a2, 110111
parg, m2509, t52, w8, 435924, 21, 821, 448115, 0.3272, 1.0, 418, 2518, a3, 100110
mergeSort, m226, t50, w2, 10235, 162, 68511, 80250, 303.146, 0.9336, 1900, 129, a3, 011110
anagram, m60, t100, w8, 1022, 39, 5001, 6398, 83.35, 0.9286, 1370, 37, a3, 110110
transpose, m149, t50, w4, 3800, 153, 20913, 24951, 140.3557, 0.8993, 903, 40, a3, 010010
huffmanCodingEff, m199, t50, w2, 14918, 166, 40559, 56308, 203.8141, 0.849, 1874, 239, a4, 000111
transpose, m149, t50, w2, 5871, 162, 62247, 68368, 417.7651, 0.8993, 903, 40, a5, 001011
factorial, m31, t100, w2, 1588, 325, 19554, 21530, 630.7742, 0.9677, 403, 18, a2, 100001
parg, m2509, t52, w8, 434795, 22, 826, 436250, 0.3292, 1.0, 418, 2518, a3, 110011
quickSort, m127, t50, w8, 4741, 151, 15006, 20533, 118.1575, 0.9603, 1900, 56, a2, 010110
quickSort, m127, t50, w4, 4546, 51, 27890, 33315, 219.6063, 0.9603, 1900, 56, a3, 111110
longestIncrease, m114, t50, w4, 3091, 3496, 50223, 57261, 440.5526, 0.9035, 1946, 70, a4, 101111
huffmanCodingEff, m199, t50, w2, 14949, 159, 40610, 56397, 204.0704, 0.849, 1874, 239, a2, 000111
minProd, m181, t50, w4, 4485, 51, 5367, 9982, 29.6519, 0.7845, 1946, 72, a5, 100010
factorial, m31, t100, w2, 1581, 313, 19495, 21450, 628.871, 0.9677, 403, 18, a5, 001000
parg, m2509, t52, w4, 426196, 171, 2629, 429599, 1.0478, 1.0, 418, 2518, a5, 001010
anagram, m60, t100, w8, 986, 263, 5002, 6362, 83.3667, 0.9286, 1370, 37, a2, 010111
dictionaryOrder, m71, t100, w8, 1186, 40, 5002, 6531, 70.4507, 0.9265, 8248, 32, a3, 100111
squareMatrix, m182, t50, w2, 7101, 156, 55570, 63917, 305.3297, 1.0, 903, 72, a5, 111110
parg, m2509, t52, w2, 437966, 175, 2547, 450825, 1.0151, 1.0, 418, 2518, a5, 010111
selectSort, m92, t50, w2, 3081, 162, 39950, 43776, 434.2391, 0.9101, 1900, 45, a2, 111110
factorial, m31, t100, w8, 512, 41, 5085, 5695, 164.0323, 0.9677, 403, 18, a2, 110011
parg, m2509, t52, w2, 438292, 179, 11023, 450093, 4.3934, 1.0, 418, 2518, a4, 010011
huffmanCoding, m314, t50, w8, 19036, 131, 15370, 35288, 48.949, 0.9279, 1874, 318, a2, 011111
factorial, m31, t100, w2, 1645, 320, 19541, 21561, 630.3548, 0.9677, 403, 18, a4, 000001
mergeSort, m226, t50, w2, 10463, 160, 68716, 79434, 304.0531, 0.9336, 1900, 129, a2, 001011
factorial, m31, t100, w8, 490, 43, 5265, 5858, 169.8387, 0.9677, 403, 18, a5, 100010
transpose, m149, t50, w8, 3821, 136, 10119, 14828, 67.9128, 0.9054, 903, 40, a3, 010110
bubbleSort, m113, t50, w2, 7283, 166, 215569, 223524, 1907.6903, 0.9182, 1900, 41, a2, 110101
transpose, m149, t50, w2, 5869, 166, 62343, 69201, 418.4094, 0.8993, 903, 40, a4, 111111
parg, m2509, t52, w8, 435521, 99, 811, 437031, 0.3232, 1.0, 418, 2518, a2, 001011
parg, m2509, t52, w4, 429044, 163, 2622, 432440, 1.045, 1.0, 418, 2518, a4, 001011
mergeSort, m226, t50, w8, 6930, 146, 10585, 17763, 46.8363, 0.9336, 1900, 129, a2, 000011
add, m12, t100, w2, 263, 321, 420, 1051, 35, 0.9167, 583, 13, a5, 000011
factorial, m31, t100, w4, 487, 102, 7035, 7790, 226.9355, 0.9677, 403, 18, a2, 100111
huffmanCodingEff, m199, t50, w2, 15173, 161, 40977, 57022, 205.9146, 0.849, 1874, 239, a3, 100111
selectSort, m92, t50, w2, 3029, 163, 40339, 44113, 438.4674, 0.9101, 1900, 45, a4, 010110
mergeSort, m226, t50, w2, 10156, 160, 67999, 79653, 300.8805, 0.9336, 1900, 129, a3, 010110
parg, m2509, t52, w4, 425848, 170, 2589, 429217, 1.0319, 1.0, 418, 2518, a4, 001010
factorial, m31, t100, w8, 506, 39, 5084, 5846, 164, 0.9677, 403, 18, a3, 100110
factorial, m31, t100, w2, 776, 315, 19539, 20689, 630.2903, 0.9677, 403, 18, a2, 000011
squareMatrix, m182, t50, w4, 4704, 143, 22964, 28222, 126.1758, 1.0, 903, 72, a5, 011111
huffmanCoding, m314, t50, w8, 18868, 147, 15366, 35149, 48.9363, 0.9279, 1874, 318, a2, 010111
squareMatrix, m182, t50, w4, 4774, 146, 23435, 28440, 128.7637, 1.0, 903, 72, a4, 001010
longestIncrease, m114, t50, w8, 3218, 2292, 25080, 31178, 220, 0.9196, 1946, 70, a2, 110110
factorial, m31, t100, w2, 796, 327, 19660, 20844, 634.1935, 0.9677, 403, 18, a5, 001011
anagram, m60, t100, w4, 1060, 102, 5002, 6562, 83.3667, 0.9286, 1370, 37, a3, 111110
primes, m68, t100, w2, 1773, 317, 7224, 9607, 106.2353, 0.8793, 398, 30, a4, 100111
parg, m2509, t52, w4, 431653, 167, 2520, 437940, 1.0044, 1.0, 418, 2518, a2, 001111
primes, m68, t100, w8, 1092, 37, 855, 2121, 12.5735, 0.8793, 398, 30, a3, 111111
dictionaryOrder, m71, t100, w8, 1164, 41, 5003, 6555, 70.4648, 0.9265, 8248, 32, a3, 101111
huffmanCodingEff, m199, t50, w2, 15460, 153, 41268, 58095, 207.3769, 0.849, 1874, 239, a3, 110110
parg, m2509, t52, w4, 425084, 56, 2743, 431596, 1.0933, 1.0, 418, 2518, a4, 111111
huffmanCoding, m314, t50, w4, 17918, 50, 33911, 52063, 107.9968, 0.9013, 1874, 318, a4, 111011
add, m12, t100, w2, 283, 317, 347, 1088, 28.9167, 0.9167, 583, 13, a4, 001111
bubbleSort, m113, t50, w2, 7425, 166, 214666, 223083, 1899.6991, 0.9182, 1900, 41, a3, 001100
squareMatrix, m182, t50, w4, 4695, 151, 23085, 29053, 126.8407, 1.0, 903, 72, a2, 011110
squareMatrix, m182, t50, w8, 4773, 18, 10358, 15229, 56.9121, 1.0, 903, 72, a3, 111010
selectSort, m92, t50, w8, 2103, 139, 5948, 8335, 64.6522, 0.9101, 1900, 45, a2, 000111
factorial, m31, t100, w2, 1607, 331, 19655, 21653, 634.0323, 0.9677, 403, 18, a4, 001001
primes, m68, t100, w2, 1760, 315, 7219, 9752, 106.1618, 0.8793, 398, 30, a2, 111110
mergeSort, m226, t50, w4, 6754, 47, 22882, 30933, 101.2478, 0.9336, 1900, 129, a2, 110110
factorial, m31, t100, w8, 518, 274, 5084, 5931, 164, 0.9677, 403, 18, a3, 000011
mergeSort, m226, t50, w8, 7027, 21, 10570, 17712, 46.7699, 0.9336, 1900, 129, a3, 111010
add, m12, t100, w8, 160, 38, 60, 317, 5, 0.9167, 583, 13, a4, 111010
dictionaryOrder, m71, t100, w8, 1164, 39, 5002, 6605, 70.4507, 0.9265, 8248, 32, a2, 110110
transpose, m149, t50, w2, 5872, 163, 62393, 68519, 418.745, 0.8993, 903, 40, a3, 111010
huffmanCodingEff, m199, t50, w2, 15344, 160, 40740, 56895, 204.7236, 0.849, 1874, 239, a4, 110111
squareMatrix, m182, t50, w4, 4790, 155, 23189, 28413, 127.4121, 1.0, 903, 72, a2, 011111
factorial, m31, t100, w2, 770, 323, 19527, 20680, 629.9032, 0.9677, 403, 18, a4, 100010
genPassword, m49, t100, w2, 1482, 323, 5529, 7396, 112.8367, 0.8367, 398, 63, a4, 010011
primes, m68, t100, w2, 1768, 324, 7190, 9729, 105.7353, 0.8793, 398, 30, a2, 100110
add, m12, t100, w2, 282, 309, 393, 1039, 32.75, 0.9167, 583, 13, a5, 001011
mergeSort, m226, t50, w2, 10163, 160, 68312, 78726, 302.2655, 0.9336, 1900, 129, a4, 101010
maxArrSumNeg, m112, t50, w8, 2669, 146, 10120, 13516, 90.3571, 0.9358, 1910, 63, a3, 000110
insertSort, m108, t50, w8, 2376, 150, 6304, 8900, 58.3704, 0.9444, 1900, 40, a2, 001011
squareMatrix, m182, t50, w8, 4852, 122, 10336, 15398, 56.7912, 1.0, 903, 72, a3, 000010
anagram, m60, t100, w8, 1017, 44, 5002, 6395, 83.3667, 0.9286, 1370, 37, a2, 110110
insertSort, m108, t50, w4, 2367, 51, 12419, 14913, 114.9907, 0.9444, 1900, 40, a5, 110010
anagram, m60, t100, w8, 997, 45, 5003, 6147, 83.3833, 0.9286, 1370, 37, a2, 101111
transpose, m149, t50, w8, 3819, 142, 10121, 14548, 67.9262, 0.9054, 903, 40, a3, 011111
add, m12, t100, w2, 294, 314, 399, 1059, 33.25, 0.9167, 583, 13, a2, 110010
dictionaryOrder, m71, t100, w2, 1951, 324, 33822, 36405, 476.3662, 0.9265, 8248, 32, a4, 010111
parg, m2509, t52, w8, 436363, 124, 825, 448656, 0.3288, 1.0, 418, 2518, a3, 010110
bubbleSort, m113, t50, w2, 7389, 165, 213784, 221824, 1891.8938, 0.9182, 1900, 41, a3, 010101
anagram, m60, t100, w4, 1018, 291, 5003, 6449, 83.3833, 0.9286, 1370, 37, a2, 001111
insertSort, m108, t50, w4, 2424, 51, 12460, 15006, 115.3704, 0.9444, 1900, 40, a4, 111011
huffmanCodingEff, m199, t50, w8, 10524, 23, 6030, 17394, 30.3015, 0.849, 1874, 239, a2, 100111
huffmanCodingEff, m199, t50, w4, 10121, 48, 13718, 25135, 68.9347, 0.849, 1874, 239, a2, 111110
transpose, m149, t50, w4, 3855, 52, 20843, 24844, 139.8859, 0.8993, 903, 40, a4, 111011
genPassword, m49, t100, w2, 1486, 317, 5548, 7415, 113.2245, 0.8367, 398, 63, a4, 111011
primes, m68, t100, w4, 1156, 102, 2531, 3931, 37.2206, 0.8793, 398, 30, a2, 111111
dictionaryOrder, m71, t100, w2, 3571, 323, 33606, 37837, 473.3239, 0.9265, 8248, 32, a3, 011101
transpose, m149, t50, w2, 5796, 161, 62376, 68419, 418.6309, 0.8993, 903, 40, a4, 110011
parg, m2509, t52, w4, 427256, 163, 2575, 433659, 1.0263, 1.0, 418, 2518, a3, 011111
factorial, m31, t100, w4, 508, 307, 7073, 7947, 228.1613, 0.9677, 403, 18, a3, 000011
selectSort, m92, t50, w2, 3049, 163, 40200, 43994, 436.9565, 0.9101, 1900, 45, a4, 100110
transpose, m149, t50, w2, 5803, 157, 62359, 68407, 418.5168, 0.8993, 903, 40, a3, 011011
factorial, m31, t100, w2, 777, 322, 19560, 20852, 630.9677, 0.9677, 403, 18, a2, 001111
insertSort, m108, t50, w8, 2354, 133, 6336, 8898, 58.6667, 0.9444, 1900, 40, a2, 001010
genPassword, m49, t100, w4, 974, 98, 1818, 2958, 37.102, 0.8367, 398, 63, a4, 111011
quickSort, m127, t50, w8, 4626, 22, 15006, 20355, 118.1575, 0.9603, 1900, 56, a2, 100110
factorial, m31, t100, w8, 483, 40, 5087, 5676, 164.0968, 0.9677, 403, 18, a2, 111010
insertSort, m108, t50, w4, 2376, 52, 12337, 14837, 114.2315, 0.9444, 1900, 40, a2, 100010
mergeSort, m226, t50, w2, 10209, 162, 68140, 78606, 301.5044, 0.9336, 1900, 129, a5, 111011
parg, m2509, t52, w8, 436288, 154, 1329, 449137, 0.5297, 1.0, 418, 2518, a5, 010110
factorial, m31, t100, w8, 486, 272, 5086, 5908, 164.0645, 0.9677, 403, 18, a2, 011010
parg, m2509, t52, w8, 436802, 113, 811, 438335, 0.3232, 1.0, 418, 2518, a5, 000011
mergeSort, m226, t50, w2, 10379, 161, 68519, 79157, 303.1814, 0.9336, 1900, 129, a2, 010010
selectSort, m92, t50, w4, 2056, 149, 15009, 17435, 163.1413, 0.9101, 1900, 45, a2, 010111
selectSort, m92, t50, w2, 3089, 163, 40084, 43904, 435.6957, 0.9101, 1900, 45, a2, 110110
factorial, m31, t100, w2, 1595, 326, 19552, 21534, 630.7097, 0.9677, 403, 18, a3, 100001
selectSort, m92, t50, w4, 2022, 147, 15007, 17432, 163.1196, 0.9101, 1900, 45, a3, 000111
factorial, m31, t100, w8, 495, 286, 5091, 5934, 164.2258, 0.9677, 403, 18, a2, 000010
parg, m2509, t52, w2, 430563, 176, 8505, 439823, 3.3898, 1.0, 418, 2518, a4, 110011
insertSort, m108, t50, w4, 2340, 50, 12313, 15361, 114.0093, 0.9444, 1900, 40, a2, 100110
selectSort, m92, t50, w2, 3106, 163, 40179, 43796, 436.7283, 0.9101, 1900, 45, a2, 001111
genPassword, m49, t100, w4, 970, 103, 1864, 3003, 38.0408, 0.8367, 398, 63, a4, 101011
factorial, m31, t100, w4, 525, 292, 7038, 7916, 227.0323, 0.9677, 403, 18, a3, 010011
transpose, m149, t50, w4, 3808, 51, 20909, 24855, 140.3289, 0.8993, 903, 40, a2, 110010
mergeSort, m226, t50, w4, 6781, 49, 22772, 30931, 100.7611, 0.9336, 1900, 129, a2, 111110
mergeSort, m226, t50, w2, 10212, 160, 68276, 78742, 302.1062, 0.9336, 1900, 129, a4, 100011
huffmanCodingEff, m199, t50, w4, 10369, 47, 13789, 24735, 69.2915, 0.849, 1874, 239, a3, 111111
factorial, m31, t100, w2, 771, 317, 19627, 20773, 633.129, 0.9677, 403, 18, a2, 111011
parg, m2509, t52, w2, 434892, 172, 8747, 458026, 3.4862, 1.0, 418, 2518, a3, 000110
selectSort, m92, t50, w2, 3056, 157, 40080, 43660, 435.6522, 0.9101, 1900, 45, a3, 010111
primes, m68, t100, w4, 1180, 104, 2541, 3968, 37.3676, 0.8793, 398, 30, a2, 101111
minProd, m181, t50, w2, 6615, 160, 15821, 23657, 87.4088, 0.8659, 1946, 72, a3, 110110
dictionaryOrder, m71, t100, w2, 1943, 313, 33621, 36374, 473.5352, 0.9265, 8248, 32, a3, 110110
huffmanCoding, m314, t50, w4, 17962, 50, 34229, 52417, 109.0096, 0.9013, 1874, 318, a5, 110011
factorial, m31, t100, w2, 788, 324, 19513, 20906, 629.4516, 0.9677, 403, 18, a3, 111110
dictionaryOrder, m71, t100, w2, 3556, 323, 33572, 37779, 472.8451, 0.9265, 8248, 32, a2, 100101
bubbleSort, m113, t50, w4, 2459, 53, 77016, 79751, 681.5575, 0.9182, 1900, 41, a3, 110111
huffmanCoding, m314, t50, w8, 18778, 20, 15337, 35129, 48.8439, 0.9279, 1874, 318, a3, 101111
transpose, m149, t50, w4, 3729, 48, 20889, 24750, 140.1946, 0.8993, 903, 40, a3, 110011
add, m12, t100, w2, 260, 313, 432, 1052, 36, 0.9167, 583, 13, a2, 010011
huffmanCodingEff, m199, t50, w2, 15099, 162, 40816, 57347, 205.1055, 0.849, 1874, 239, a4, 000110
parg, m2509, t52, w8, 443978, 106, 816, 445502, 0.3252, 1.0, 418, 2518, a3, 010010
huffmanCoding, m314, t50, w8, 19295, 19, 15370, 36210, 48.949, 0.9279, 1874, 318, a2, 100110
huffmanCoding, m314, t50, w8, 18631, 148, 15390, 35042, 49.0127, 0.9279, 1874, 318, a2, 001111
parg, m2509, t52, w2, 431106, 174, 8664, 440536, 3.4532, 1.0, 418, 2518, a3, 001010
selectSort, m92, t50, w8, 2016, 21, 5919, 8150, 64.337, 0.9101, 1900, 45, a2, 100111
huffmanCodingEff, m199, t50, w4, 10467, 45, 13749, 24642, 69.0905, 0.849, 1874, 239, a2, 110111
factorial, m31, t100, w2, 1591, 324, 19523, 21499, 629.7742, 0.9677, 403, 18, a3, 100000
huffmanCoding, m314, t50, w4, 18208, 153, 34152, 52699, 108.7643, 0.9013, 1874, 318, a5, 011011
mergeSort, m226, t50, w2, 10220, 166, 68283, 78766, 302.1372, 0.9336, 1900, 129, a5, 110011
parg, m2509, t52, w4, 428383, 175, 2551, 433924, 1.0167, 1.0, 418, 2518, a2, 000111
factorial, m31, t100, w2, 782, 321, 19546, 20903, 630.5161, 0.9677, 403, 18, a4, 101110
minProd, m181, t50, w2, 6718, 163, 15823, 23259, 87.4199, 0.8659, 1946, 72, a3, 110111
bubbleSort, m113, t50, w2, 3676, 169, 215694, 220045, 1908.7965, 0.9182, 1900, 41, a2, 100111
factorial, m31, t100, w2, 1590, 320, 19580, 21551, 631.6129, 0.9677, 403, 18, a5, 000000
factorial, m31, t100, w2, 1551, 322, 19475, 21412, 628.2258, 0.9677, 403, 18, a5, 010001
add, m12, t100, w2, 283, 327, 419, 1080, 34.9167, 0.9167, 583, 13, a2, 101011
factorial, m31, t100, w2, 758, 319, 19553, 20886, 630.7419, 0.9677, 403, 18, a4, 110110
factorial, m31, t100, w2, 780, 317, 19956, 21117, 643.7419, 0.9677, 403, 18, a4, 011010
transpose, m149, t50, w2, 5727, 157, 62680, 68651, 420.6711, 0.8993, 903, 40, a5, 010010
parg, m2509, t52, w8, 433286, 19, 814, 434725, 0.3244, 1.0, 418, 2518, a4, 101011
minProd, m181, t50, w4, 4502, 48, 5309, 9933, 29.3315, 0.7845, 1946, 72, a3, 110010
squareMatrix, m182, t50, w4, 4716, 49, 23150, 28003, 127.1978, 1.0, 903, 72, a5, 101011
squareMatrix, m182, t50, w8, 4668, 22, 10418, 15196, 57.2418, 1.0, 903, 72, a3, 100010
mergeSort, m226, t50, w8, 6929, 132, 10619, 17783, 46.9867, 0.9336, 1900, 129, a3, 000010
mergeSort, m226, t50, w4, 6831, 51, 22773, 30968, 100.7655, 0.9336, 1900, 129, a2, 100110
factorial, m31, t100, w2, 774, 312, 19925, 21070, 642.7419, 0.9677, 403, 18, a4, 110011
minProd, m181, t50, w2, 6625, 171, 15882, 23273, 87.7459, 0.8659, 1946, 72, a4, 000111
anagram, m60, t100, w8, 1019, 42, 5002, 6375, 83.3667, 0.9286, 1370, 37, a3, 100110
add, m12, t100, w2, 272, 321, 345, 1061, 28.75, 0.9167, 583, 13, a2, 001110
huffmanCodingEff, m199, t50, w4, 10296, 50, 13697, 24718, 68.8291, 0.849, 1874, 239, a3, 100111
squareMatrix, m182, t50, w4, 4775, 138, 23423, 28415, 128.6978, 1.0, 903, 72, a2, 010011
